Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
1/8/18,Faria Lima,-23.5675,-46.6929,53597,19,26,13,21,12,24,15,15,NORMAL,7928
3/16/18,Faria Lima,-23.5675,-46.6929,51943,30,39,2,23,38,38,40,14,REABASTECER,7996
3/18/19,Paraíso,-23.57677,-46.63933,72215,37,47,4,4,13,33,24,6,REABASTECER,438
12/29/18,Faria Lima,-23.5675,-46.6929,52596,8,26,53,23,33,42,5,37,REABASTECER,8279
6/18/19,Paraíso,-23.57677,-46.63933,70588,23,9,39,21,43,18,32,13,REABASTECER,528
4/24/19,Faria Lima,-23.5675,-46.6929,53525,30,56,21,3,2,40,37,17,REABASTECER,8394
10/25/19,Paraíso,-23.57677,-46.63933,72933,11,40,56,38,28,6,30,31,NORMAL,655
5/12/19,Pinheiros,-23.5664,-46.703,77480,5,47,38,28,16,32,18,11,NORMAL,9132
3/21/18,Brigadeiro,-23.5683,-46.6482,47905,86,44,14,35,20,32,23,40,NORMAL,801
7/26/18,Pinheiros,-23.5664,-46.703,78390,66,7,59,3,43,11,38,13,REABASTECER,8846
2/4/18,Brigadeiro,-23.5683,-46.6482,46054,28,8,29,28,43,17,35,6,REABASTECER,754
2/20/18,Brigadeiro,-23.5683,-46.6482,48290,33,36,55,32,30,17,14,30,NORMAL,770
8/7/18,Brigadeiro,-23.5683,-46.6482,46444,56,15,38,39,39,37,27,32,NORMAL,937
10/5/18,Brigadeiro,-23.5683,-46.6482,46408,6,48,39,6,43,16,6,18,NORMAL,995
1/3/19,Brigadeiro,-23.5683,-46.6482,49032,29,45,13,20,3,38,29,26,NORMAL,1083
8/5/19,Brigadeiro,-23.5683,-46.6482,46348,35,49,26,12,39,31,5,32,NORMAL,1295
2/16/19,Trianon-Masp,-23.5634,-46.6544,45520,86,65,6,33,9,28,20,22,REABASTECER,1846
3/29/18,Consolação,-23.5581,-46.6606,111681,73,42,56,34,40,32,13,9,NORMAL,2249
12/29/19,Consolação,-23.5581,-46.6606,113468,32,46,20,11,7,4,25,14,NORMAL,2879
5/11/19,Tamanduateí,-23.5929,-46.5897,50275,31,65,28,32,37,22,33,1,REABASTECER,3371
10/30/19,Tamanduateí,-23.5929,-46.5897,51329,29,41,6,6,36,43,18,6,NORMAL,3540
7/10/18,Sé,-23.55,-46.6333,191333,65,6,49,19,31,15,5,30,REABASTECER,3790
1/27/19,Sé,-23.55,-46.6333,191915,5,28,52,12,9,38,19,39,REABASTECER,3987
1/13/18,Barra Funda,-23.5542,-46.6707,150332,52,65,59,10,37,43,37,39,NORMAL,5053
2/11/18,Barra Funda,-23.5542,-46.6707,149988,31,29,65,20,43,33,43,12,NORMAL,5081
9/17/18,Tatuapé,-23.5402,-46.5765,70551,8,65,29,28,22,33,18,33,REABASTECER,6017
6/2/19,Tatuapé,-23.5402,-46.5765,67732,5,24,24,39,10,6,31,36,NORMAL,6272
7/7/19,Tatuapé,-23.5402,-46.5765,68787,16,24,42,20,43,23,30,26,NORMAL,6307
11/1/19,Tatuapé,-23.5402,-46.5765,67697,56,22,55,18,10,36,6,12,REABASTECER,6421
,República,-23.5436,-46.6434,107358,48,65,10,27,14,32,21,26,NORMAL,6540
5/5/18,República,-23.5436,-46.6434,111031,6,62,14,43,18,10,30,20,REABASTECER,6605
12/16/18,República,-23.5436,-46.6434,110326,78,65,44,18,32,31,15,30,NORMAL,6826
6/15/19,República,-23.5436,-46.6434,108749,46,53,57,2,43,12,18,4,REABASTECER,7005
7/2/18,Higienópolis-Mackenzie,-23.5488,-46.6519,90305,12,52,60,5,29,37,33,34,REABASTECER,7382
7/6/18,Higienópolis-Mackenzie,-23.5488,-46.6519,90002,55,31,33,34,19,21,19,17,NORMAL,7386
4/24/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92980,62,15,34,7,43,10,26,31,NORMAL,7674
11/18/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92722,69,56,14,34,36,31,14,41,NORMAL,7878
5/11/18,Faria Lima,-23.5675,-46.6929,51369,33,32,7,41,43,39,30,31,REABASTECER,8051
11/23/18,Faria Lima,-23.5675,-46.6929,51847,86,47,43,6,8,14,32,43,REABASTECER,8243
1/17/19,Faria Lima,-23.5675,-46.6929,52181,7,46,50,41,7,27,24,5,REABASTECER,8297
8/30/19,Pinheiros,-23.5664,-46.703,79546,86,48,6,34,6,40,21,17,REABASTECER,9240
9/7/19,Pinheiros,-23.5664,-46.703,79764,26,60,25,2,18,14,38,37,REABASTECER,9247
1/22/18,Butantã,-23.5844,-46.7252,67196,36,57,45,25,38,23,7,6,REABASTECER,9382
3/2/18,Fradique Coutinho,-23.5661,-46.6841,36968,5,65,31,15,6,38,11,32,NORMAL,10142
10/4/18,Fradique Coutinho,-23.5661,-46.6841,36350,28,65,19,36,43,17,28,21,NORMAL,10354
6/18/18,Luz,-23.5365,-46.6332,126875,60,39,26,8,39,7,25,6,REABASTECER,10968
7/23/19,Luz,-23.5365,-46.6332,125664,7,60,21,43,34,28,14,33,NORMAL,11363
10/21/19,Luz,-23.5365,-46.6332,125220,8,41,55,8,7,9,23,5,REABASTECER,11451
11/9/19,Luz,-23.5365,-46.6332,124562,22,18,9,33,18,32,37,22,NORMAL,11469
6/10/18,São Joaquim,-23.5618,-46.6389,35140,69,45,22,26,43,32,14,39,NORMAL,12400
10/30/18,São Joaquim,-23.5618,-46.6389,35395,54,49,57,41,43,43,27,37,NORMAL,12540
5/4/19,São Joaquim,-23.5618,-46.6389,35032,50,8,12,6,15,12,15,10,REABASTECER,12724
10/9/19,São Judas,-23.6255,-46.6411,16004,17,42,14,19,21,26,14,17,NORMAL,13599
1/8/18,Vila Mariana,-23.5895,-46.6346,22872,14,28,14,34,15,21,17,14,NORMAL,13688
3/26/18,Vila Mariana,-23.5895,-46.6346,23118,49,9,65,34,15,24,14,3,REABASTECER,13766
8/22/18,Vila Mariana,-23.5895,-46.6346,23494,29,22,37,40,38,29,40,4,REABASTECER,13912
12/1/19,Vila Mariana,-23.5895,-46.6346,23667,15,49,52,40,23,5,18,21,REABASTECER,14371
9/11/19,República,-23.5436,-46.6434,108945,55,28,59,33,31,13,20,30,NORMAL,7091
4/23/18,Higienópolis-Mackenzie,-23.5488,-46.6519,90274,86,23,30,22,21,12,6,9,REABASTECER,7313
5/11/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92870,74,52,47,33,8,8,14,40,NORMAL,7691
7/24/18,Faria Lima,-23.5675,-46.6929,54267,45,16,17,32,15,30,39,5,REABASTECER,8124
2/14/18,Pinheiros,-23.5664,-46.703,79999,86,61,35,38,7,13,31,23,NORMAL,8684
5/10/18,Pinheiros,-23.5664,-46.703,79988,18,10,29,6,37,20,27,24,REABASTECER,8770
2/5/19,Pinheiros,-23.5664,-46.703,78800,86,65,65,43,26,43,13,12,NORMAL,9035
5/15/18,Butantã,-23.5844,-46.7252,67732,76,33,24,31,23,43,26,18,NORMAL,9495
5/28/18,Butantã,-23.5844,-46.7252,64392,34,6,65,34,14,42,16,7,NORMAL,9508
3/17/19,Butantã,-23.5844,-46.7252,65531,38,7,3,32,11,43,41,22,REABASTECER,9797
7/26/18,Ana Rosa,-23.5813,-46.6383,67166,78,56,20,5,39,40,28,8,NORMAL,11726
10/4/18,Ana Rosa,-23.5813,-46.6383,66697,34,38,13,31,24,43,16,32,NORMAL,11794
8/21/19,Ana Rosa,-23.5813,-46.6383,64094,12,65,55,19,26,39,14,37,REABASTECER,12111
4/17/19,São Joaquim,-23.5618,-46.6389,36460,35,30,3,13,37,18,37,25,REABASTECER,12707
6/20/18,São Judas,-23.6255,-46.6411,13647,27,26,26,23,8,9,3,23,REABASTECER,13130
7/3/18,São Judas,-23.6255,-46.6411,15406,67,17,65,31,43,7,39,12,NORMAL,13143
4/19/19,São Judas,-23.6255,-46.6411,14441,61,19,41,36,43,43,37,25,NORMAL,13429
8/26/19,São Judas,-23.6255,-46.6411,14465,11,44,60,25,20,27,16,26,REABASTECER,13556
9/16/18,Brooklin,-23.6263,-46.6878,27857,47,60,1,22,20,21,36,14,REABASTECER,14656
8/18/19,Brooklin,-23.6263,-46.6878,26498,64,8,55,14,43,38,25,12,REABASTECER,14988
5/3/19,Campo Belo,-23.6188,-46.6823,24377,51,12,59,40,7,25,31,28,NORMAL,15603
8/7/18,Eucaliptos,-23.61,-46.6686,24549,3,65,41,8,17,13,33,43,REABASTECER,16057
1/17/18,Moema,-23.5489,-46.6388,18030,19,24,31,30,17,26,24,33,NORMAL,16577
7/16/18,Paraíso,-23.57677,-46.63933,71698,68,53,10,11,23,18,2,20,REABASTECER,196
12/10/18,Paraíso,-23.57677,-46.63933,71719,23,29,12,12,38,20,27,43,NORMAL,340
10/11/19,Paraíso,-23.57677,-46.63933,73966,68,65,28,4,34,3,39,40,REABASTECER,641
4/25/19,Brigadeiro,-23.5683,-46.6482,47248,48,47,14,43,22,43,20,7,NORMAL,1195
9/5/19,Brigadeiro,-23.5683,-46.6482,49313,86,17,27,11,39,21,22,40,NORMAL,1325
8/4/18,Trianon-Masp,-23.5634,-46.6544,45184,86,18,10,19,14,20,35,34,NORMAL,1654
6/26/19,Consolação,-23.5581,-46.6606,112069,21,36,20,16,23,43,10,41,NORMAL,2696
4/23/18,Tamanduateí,-23.5929,-46.5897,50403,64,63,22,28,24,29,7,25,NORMAL,2993
3/21/18,Sé,-23.55,-46.6333,195061,65,43,55,7,35,23,33,22,NORMAL,3681
6/20/18,Vila Mariana,-23.5895,-46.6346,23756,21,51,14,7,36,17,28,31,NORMAL,13850
8/12/18,Higienópolis-Mackenzie,-23.5488,-46.6519,92694,30,53,57,19,12,39,9,43,NORMAL,7422
4/21/19,Vila Mariana,-23.5895,-46.6346,24275,22,25,55,23,28,8,17,8,NORMAL,14151
4/22/19,Vila Mariana,-23.5895,-46.6346,23975,10,23,51,18,22,5,11,4,NORMAL,14152
6/2/19,Vila Mariana,-23.5895,-46.6346,22480,45,27,20,43,34,39,23,29,NORMAL,14192
6/24/19,Vila Mariana,-23.5895,-46.6346,21578,1,12,58,28,27,41,22,31,REABASTECER,14214
5/20/18,Faria Lima,-23.5675,-46.6929,52220,36,44,5,10,9,5,39,38,NORMAL,8060
3/28/19,Campo Belo,-23.6188,-46.6823,25344,59,37,26,17,9,10,38,32,NORMAL,15568
2/2/18,Eucaliptos,-23.61,-46.6686,24993,41,7,58,43,6,37,38,5,REABASTECER,15872
6/3/19,Pinheiros,-23.5664,-46.703,77345,52,53,25,18,25,20,21,15,NORMAL,9153
5/5/19,Eucaliptos,-23.61,-46.6686,25275,34,38,15,4,36,32,16,7,REABASTECER,16325
9/22/18,Butantã,-23.5844,-46.7252,67493,86,11,39,6,35,20,29,27,NORMAL,9622
12/1/19,Hospital São Paulo,-23.5984,-46.6455,25898,36,4,53,26,43,22,20,8,NORMAL,16987
2/8/19,Paraíso,-23.57677,-46.63933,72551,61,16,35,39,35,24,5,29,NORMAL,398
7/28/18,Fradique Coutinho,-23.5661,-46.6841,36842,61,65,15,22,14,16,38,11,NORMAL,10288
1/12/19,Fradique Coutinho,-23.5661,-46.6841,36114,86,8,39,7,9,34,20,14,REABASTECER,10452
10/16/19,Tamanduateí,-23.5929,-46.5897,52961,86,47,36,20,6,4,27,26,NORMAL,3526
4/26/18,Fradique Coutinho,-23.5661,-46.6841,34569,73,54,49,14,5,39,11,8,REABASTECER,10196
11/2/19,Fradique Coutinho,-23.5661,-46.6841,33960,67,10,49,35,30,14,33,32,NORMAL,10742
9/27/18,Fradique Coutinho,-23.5661,-46.6841,33166,4,41,8,18,34,37,8,43,REABASTECER,10347
2/4/19,Fradique Coutinho,-23.5661,-46.6841,34193,28,16,30,20,10,17,28,43,NORMAL,10474
5/30/19,Sé,-23.55,-46.6333,193653,3,17,32,6,6,11,38,43,REABASTECER,4110
6/20/19,Fradique Coutinho,-23.5661,-46.6841,35536,68,18,28,38,24,29,25,41,NORMAL,10610
10/18/19,Fradique Coutinho,-23.5661,-46.6841,35829,46,11,31,5,37,26,41,35,REABASTECER,10728
12/9/19,Fradique Coutinho,-23.5661,-46.6841,33595,45,40,3,8,22,28,14,6,REABASTECER,10779
3/23/18,Brás,-23.5451,-46.6162,73019,33,53,25,41,19,43,11,4,REABASTECER,4403
6/14/18,Brás,-23.5451,-46.6162,74328,56,12,65,34,16,19,11,24,NORMAL,4484
7/30/18,Ana Rosa,-23.5813,-46.6383,65182,32,30,65,35,27,36,12,32,NORMAL,11730
7/2/18,São Joaquim,-23.5618,-46.6389,35303,42,26,12,16,10,33,20,43,NORMAL,12422
7/26/19,Ana Rosa,-23.5813,-46.6383,64067,75,10,25,18,31,27,17,10,NORMAL,12086
12/2/18,São Joaquim,-23.5618,-46.6389,35723,78,41,40,18,33,40,21,34,NORMAL,12572
2/1/18,São Joaquim,-23.5618,-46.6389,34826,49,65,28,40,43,24,43,19,NORMAL,12271
10/18/18,São Joaquim,-23.5618,-46.6389,33114,86,41,12,36,8,42,31,39,NORMAL,12528
1/29/19,São Joaquim,-23.5618,-46.6389,33122,33,65,56,21,23,31,10,34,NORMAL,12629
2/25/19,Tatuapé,-23.5402,-46.5765,67239,21,28,45,43,23,37,43,39,NORMAL,6175
3/16/19,São Judas,-23.6255,-46.6411,14638,22,23,27,15,14,42,41,26,NORMAL,13396
1/7/18,São Judas,-23.6255,-46.6411,14895,37,34,31,24,22,20,15,15,NORMAL,12967
4/6/18,Vila Mariana,-23.5895,-46.6346,23941,34,7,65,17,19,29,26,2,REABASTECER,13776
12/14/18,República,-23.5436,-46.6434,109972,8,11,53,26,37,37,26,37,REABASTECER,6824
6/14/18,São Joaquim,-23.5618,-46.6389,35308,33,16,65,18,29,25,43,24,NORMAL,12404
10/2/19,São Joaquim,-23.5618,-46.6389,33698,11,33,65,7,15,38,5,23,REABASTECER,12872
10/9/19,São Joaquim,-23.5618,-46.6389,34067,32,53,14,24,35,17,22,36,NORMAL,12879
1/6/18,São Judas,-23.6255,-46.6411,14190,46,37,35,26,24,24,20,19,NORMAL,12966
1/12/18,São Judas,-23.6255,-46.6411,17547,86,7,60,14,43,43,38,37,REABASTECER,12972
3/3/18,São Joaquim,-23.5618,-46.6389,35233,6,4,14,40,7,14,5,23,REABASTECER,12303
2/24/18,São Judas,-23.6255,-46.6411,14719,86,30,45,31,43,10,34,17,NORMAL,13014
3/4/18,São Judas,-23.6255,-46.6411,15307,78,33,44,40,43,25,32,24,NORMAL,13024
3/26/18,São Joaquim,-23.5618,-46.6389,36421,42,65,53,11,5,21,37,17,NORMAL,12326
3/5/19,Pinheiros,-23.5664,-46.703,79870,65,30,65,25,27,32,22,23,NORMAL,9065
5/6/19,Pinheiros,-23.5664,-46.703,79180,69,10,16,10,41,3,3,38,REABASTECER,9126
6/14/19,São Joaquim,-23.5618,-46.6389,34634,18,27,4,43,28,5,21,21,REABASTECER,12764
12/17/19,Pinheiros,-23.5664,-46.703,77326,37,50,50,43,25,12,19,33,NORMAL,9347
11/3/19,São Judas,-23.6255,-46.6411,17490,28,26,43,37,1,6,5,43,NORMAL,13623
6/16/18,Vila Mariana,-23.5895,-46.6346,23547,54,15,46,18,10,33,2,3,REABASTECER,13846
11/14/18,São Judas,-23.6255,-46.6411,15606,73,61,1,6,4,28,40,43,REABASTECER,13274
7/2/19,Vila Mariana,-23.5895,-46.6346,24971,15,23,65,7,34,25,33,7,NORMAL,14222
12/12/19,São Judas,-23.6255,-46.6411,16090,2,62,56,11,23,23,14,20,REABASTECER,13662
12/30/19,São Judas,-23.6255,-46.6411,14620,79,36,56,32,33,23,37,27,NORMAL,13680
1/19/18,Brooklin,-23.6263,-46.6878,28758,5,4,60,15,21,19,13,18,REABASTECER,14419
1/18/19,Vila Mariana,-23.5895,-46.6346,22308,53,47,38,40,15,9,7,36,NORMAL,14058
2/2/19,Fradique Coutinho,-23.5661,-46.6841,36381,53,24,41,26,19,26,36,8,NORMAL,10472
8/2/19,Fradique Coutinho,-23.5661,-46.6841,35332,86,10,18,43,34,26,28,21,NORMAL,10652
12/19/19,Brooklin,-23.6263,-46.6878,29857,12,27,12,15,16,19,8,23,REABASTECER,15109
2/23/18,Brooklin,-23.6263,-46.6878,28359,4,58,21,7,20,18,23,4,NORMAL,14453
3/9/18,Luz,-23.5365,-46.6332,126168,16,36,49,19,5,32,26,23,REABASTECER,10869
5/9/18,Luz,-23.5365,-46.6332,126702,86,65,26,5,6,29,36,3,REABASTECER,10929
6/13/18,Campo Belo,-23.6188,-46.6823,25412,55,52,57,25,5,40,32,5,REABASTECER,15283
9/10/18,Brooklin,-23.6263,-46.6878,30029,15,29,48,43,43,5,19,43,REABASTECER,14650
3/8/19,Luz,-23.5365,-46.6332,125560,9,51,59,27,11,43,6,43,NORMAL,11228
3/23/19,Luz,-23.5365,-46.6332,127747,38,30,17,16,34,33,30,23,NORMAL,11243
6/2/18,Campo Belo,-23.6188,-46.6823,25168,76,45,65,22,17,31,27,5,NORMAL,15272
1/25/19,Eucaliptos,-23.61,-46.6686,25196,70,39,61,13,8,36,29,34,NORMAL,16225
6/22/19,Fradique Coutinho,-23.5661,-46.6841,33633,47,8,18,30,17,23,14,35,REABASTECER,10612
11/26/19,Campo Belo,-23.6188,-46.6823,24631,27,45,29,4,18,43,39,11,REABASTECER,15806
2/5/18,Campo Belo,-23.6188,-46.6823,25945,9,12,47,28,43,37,32,41,NORMAL,15155
7/12/18,Campo Belo,-23.6188,-46.6823,24879,21,9,65,33,29,38,15,27,REABASTECER,15312
2/6/19,Campo Belo,-23.6188,-46.6823,25538,50,11,58,43,3,16,28,22,NORMAL,15516
2/17/19,Campo Belo,-23.6188,-46.6823,25016,23,21,45,43,43,25,30,25,NORMAL,15527
7/10/19,Eucaliptos,-23.61,-46.6686,23882,15,20,22,43,31,22,6,43,NORMAL,16390
6/16/19,Luz,-23.5365,-46.6332,126147,20,15,65,31,7,19,39,24,NORMAL,11326
1/4/18,Ana Rosa,-23.5813,-46.6383,66931,57,45,37,37,25,35,25,29,NORMAL,11524
2/19/18,Ana Rosa,-23.5813,-46.6383,66011,62,17,47,24,16,23,19,38,NORMAL,11569
11/8/18,Moema,-23.5489,-46.6388,17068,78,27,52,37,43,23,43,25,NORMAL,16868
10/17/18,Ana Rosa,-23.5813,-46.6383,65240,13,31,50,36,12,34,4,21,NORMAL,11807
1/24/19,Eucaliptos,-23.61,-46.6686,25322,79,49,65,13,10,38,33,39,NORMAL,16224
7/20/18,Moema,-23.5489,-46.6388,16938,34,13,43,30,43,5,35,18,REABASTECER,16760
12/22/18,São Joaquim,-23.5618,-46.6389,35434,47,32,39,23,39,5,30,39,REABASTECER,12592
12/25/19,Hospital São Paulo,-23.5984,-46.6455,25250,66,63,34,43,29,31,17,43,NORMAL,17011
8/6/18,São Judas,-23.6255,-46.6411,17111,76,65,30,12,43,43,36,20,NORMAL,13176
8/22/18,São Judas,-23.6255,-46.6411,15969,78,41,45,11,24,27,18,37,NORMAL,13192
7/23/18,Trianon-Masp,-23.5634,-46.6544,43562,20,43,21,19,9,10,34,28,NORMAL,1643
6/12/18,Brigadeiro,-23.5683,-46.6482,48640,52,26,12,42,1,24,5,2,REABASTECER,882
3/3/19,Brigadeiro,-23.5683,-46.6482,48902,44,41,38,37,25,13,9,43,NORMAL,1143
4/21/19,Brigadeiro,-23.5683,-46.6482,45951,86,17,39,15,36,14,34,24,NORMAL,1191
11/28/19,Trianon-Masp,-23.5634,-46.6544,45049,45,18,8,10,19,43,43,38,REABASTECER,2128
3/18/18,Trianon-Masp,-23.5634,-46.6544,43839,35,33,60,30,43,15,31,27,NORMAL,1518
8/1/18,Consolação,-23.5581,-46.6606,115216,79,53,35,32,32,14,8,5,REABASTECER,2371
5/9/19,Vila Mariana,-23.5895,-46.6346,23600,9,35,49,32,35,40,33,27,NORMAL,14169
8/7/19,Vila Mariana,-23.5895,-46.6346,23163,34,65,17,18,33,20,31,31,NORMAL,14257
6/30/19,Tamanduateí,-23.5929,-46.5897,53055,79,38,4,15,9,43,14,36,REABASTECER,3420
9/30/19,Tamanduateí,-23.5929,-46.5897,50218,71,29,31,27,24,14,43,43,NORMAL,3510
7/5/18,Sé,-23.55,-46.6333,192877,28,31,16,36,9,32,23,43,NORMAL,3785
7/7/19,Tamanduateí,-23.5929,-46.5897,51723,6,65,16,37,27,16,24,4,NORMAL,3427
5/18/18,São Judas,-23.6255,-46.6411,16464,78,20,61,7,12,9,28,21,NORMAL,13098
12/25/18,Sé,-23.55,-46.6333,192299,40,17,3,21,4,20,15,43,REABASTECER,3955
7/19/18,Sé,-23.55,-46.6333,195238,65,10,65,32,43,29,13,38,NORMAL,3799
12/2/18,Sé,-23.55,-46.6333,193564,75,40,49,41,7,5,11,43,NORMAL,3932
12/22/19,Sé,-23.55,-46.6333,193333,33,48,2,41,17,43,15,32,REABASTECER,4312
7/23/19,Sé,-23.55,-46.6333,195051,4,37,43,8,3,12,34,43,REABASTECER,4163
12/4/19,Sé,-23.55,-46.6333,193655,40,29,58,39,8,20,10,16,NORMAL,4294
5/22/19,Brás,-23.5451,-46.6162,71454,65,7,12,28,30,17,7,22,REABASTECER,4822
12/6/18,Barra Funda,-23.5542,-46.6707,150146,9,19,61,18,21,39,24,12,NORMAL,5376
3/2/19,Barra Funda,-23.5542,-46.6707,150231,39,42,47,7,5,32,43,11,REABASTECER,5462
9/15/19,Barra Funda,-23.5542,-46.6707,148310,77,41,33,27,29,39,15,43,NORMAL,5655
10/28/19,Barra Funda,-23.5542,-46.6707,148327,86,52,65,31,36,42,16,43,NORMAL,5698
9/3/18,Tatuapé,-23.5402,-46.5765,69874,56,17,55,27,40,38,38,43,NORMAL,6003
9/7/19,Barra Funda,-23.5542,-46.6707,147721,67,19,18,42,25,23,3,36,NORMAL,5647
5/17/19,Tatuapé,-23.5402,-46.5765,70230,65,61,65,39,29,3,6,14,NORMAL,6257
8/26/19,Tatuapé,-23.5402,-46.5765,68045,70,60,31,17,15,37,7,8,NORMAL,6356
1/10/18,República,-23.5436,-46.6434,110984,6,7,5,18,8,16,9,9,NORMAL,6490
2/6/19,Tatuapé,-23.5402,-46.5765,70378,45,3,37,19,13,8,37,29,NORMAL,6156
5/30/18,República,-23.5436,-46.6434,108271,11,65,39,41,5,26,27,5,REABASTECER,6630
6/25/18,Campo Belo,-23.6188,-46.6823,26943,13,35,32,34,43,43,29,3,NORMAL,15295
2/28/18,Higienópolis-Mackenzie,-23.5488,-46.6519,91361,29,40,65,43,43,25,27,22,NORMAL,7258
4/9/19,Campo Belo,-23.6188,-46.6823,24473,29,34,15,28,9,14,38,35,NORMAL,15579
10/21/19,Campo Belo,-23.6188,-46.6823,26294,86,56,9,25,30,13,8,24,REABASTECER,15771
8/12/19,Pinheiros,-23.5664,-46.703,76557,86,31,65,43,43,17,3,8,NORMAL,9222
8/26/19,Pinheiros,-23.5664,-46.703,76421,37,9,32,43,24,9,38,32,NORMAL,9236
,Butantã,-23.5844,-46.7252,66366,20,43,58,43,39,43,19,19,NORMAL,9420
9/11/19,Faria Lima,-23.5675,-46.6929,54187,17,65,43,23,43,18,26,17,NORMAL,8531
12/16/19,Faria Lima,-23.5675,-46.6929,52362,77,30,49,20,3,23,28,16,NORMAL,8626
9/16/18,Moema,-23.5489,-46.6388,19161,76,10,5,41,34,43,31,37,REABASTECER,16816
7/22/18,Pinheiros,-23.5664,-46.703,76436,15,26,15,25,11,25,12,29,NORMAL,8842
9/10/19,Butantã,-23.5844,-46.7252,66984,86,11,20,40,30,43,30,9,NORMAL,9970
1/22/18,Brigadeiro,-23.5683,-46.6482,49542,46,65,37,9,5,12,40,5,NORMAL,742
6/26/18,Luz,-23.5365,-46.6332,127183,65,65,37,23,6,30,38,19,REABASTECER,10976
7/19/19,Brigadeiro,-23.5683,-46.6482,47463,20,14,4,14,22,33,23,12,NORMAL,1279
8/24/19,Brigadeiro,-23.5683,-46.6482,46893,19,1,33,10,37,16,22,41,REABASTECER,1314
9/11/19,Luz,-23.5365,-46.6332,125297,73,14,61,10,8,8,39,6,REABASTECER,11411
5/15/19,Trianon-Masp,-23.5634,-46.6544,45653,2,65,42,32,19,38,16,25,REABASTECER,1935
7/11/19,Trianon-Masp,-23.5634,-46.6544,44830,76,21,46,35,13,36,12,20,NORMAL,1991
11/10/18,Consolação,-23.5581,-46.6606,111634,59,65,21,38,31,16,43,43,NORMAL,2470
11/21/18,Consolação,-23.5581,-46.6606,115072,37,63,10,36,35,36,41,40,NORMAL,2481
6/11/19,Tamanduateí,-23.5929,-46.5897,51304,86,5,8,23,37,22,43,21,REABASTECER,3401
11/1/19,Tamanduateí,-23.5929,-46.5897,51107,16,35,65,43,33,43,12,43,NORMAL,3541
6/6/18,Barra Funda,-23.5542,-46.6707,148761,15,45,30,27,14,7,22,15,NORMAL,5196
12/7/18,Barra Funda,-23.5542,-46.6707,148585,86,17,57,17,17,35,19,10,NORMAL,5377
1/3/19,Barra Funda,-23.5542,-46.6707,149756,76,65,7,18,40,43,43,43,NORMAL,5403
8/15/18,Tatuapé,-23.5402,-46.5765,70106,54,56,53,43,22,5,34,33,NORMAL,5985
11/17/18,República,-23.5436,-46.6434,109448,20,40,51,26,36,4,15,20,NORMAL,6797
1/25/19,República,-23.5436,-46.6434,110625,44,35,52,11,9,28,40,40,NORMAL,6865
8/3/19,República,-23.5436,-46.6434,107187,86,11,59,10,10,28,35,23,NORMAL,7053
4/17/18,Higienópolis-Mackenzie,-23.5488,-46.6519,92741,66,61,3,35,6,29,35,38,NORMAL,7307
9/2/19,Faria Lima,-23.5675,-46.6929,52565,13,44,35,11,37,11,15,7,NORMAL,8522
7/20/18,Pinheiros,-23.5664,-46.703,78114,39,30,28,27,21,30,19,37,NORMAL,8840
9/27/19,Pinheiros,-23.5664,-46.703,77588,18,6,14,27,18,35,43,43,REABASTECER,9267
6/16/18,Butantã,-23.5844,-46.7252,65480,39,32,65,19,29,15,17,16,NORMAL,9526
6/30/19,Butantã,-23.5844,-46.7252,67776,86,12,65,38,23,23,11,33,NORMAL,9900
10/1/19,Butantã,-23.5844,-46.7252,65679,51,6,17,33,16,14,30,10,REABASTECER,9991
,Luz,-23.5365,-46.6332,127350,86,42,54,39,4,22,39,33,REABASTECER,11220
4/14/18,São Joaquim,-23.5618,-46.6389,34956,37,18,5,1,17,4,15,26,NORMAL,12344
7/26/18,São Joaquim,-23.5618,-46.6389,35949,76,65,50,27,1,43,12,5,REABASTECER,12446
3/4/19,São Joaquim,-23.5618,-46.6389,35304,31,28,56,12,1,7,5,25,REABASTECER,12664
12/10/19,São Joaquim,-23.5618,-46.6389,34277,66,57,31,12,15,32,14,32,NORMAL,12940
11/17/19,São Judas,-23.6255,-46.6411,14321,67,8,18,41,43,6,37,32,REABASTECER,13637
2/19/19,Vila Mariana,-23.5895,-46.6346,23193,24,62,28,6,12,26,14,40,NORMAL,14089
3/20/19,Vila Mariana,-23.5895,-46.6346,24779,69,15,6,43,13,12,12,4,REABASTECER,14120
8/26/19,Vila Mariana,-23.5895,-46.6346,24647,17,19,24,32,38,7,33,5,NORMAL,14276
10/10/19,Vila Mariana,-23.5895,-46.6346,24951,15,11,59,31,14,25,20,3,REABASTECER,14320
9/4/19,Brooklin,-23.6263,-46.6878,28531,79,34,19,13,13,26,4,34,REABASTECER,15004
10/5/18,Campo Belo,-23.6188,-46.6823,23495,66,23,14,18,11,20,7,34,NORMAL,15395
2/16/19,Campo Belo,-23.6188,-46.6823,26407,31,30,49,5,6,27,33,28,NORMAL,15526
7/8/18,Eucaliptos,-23.61,-46.6686,25236,56,34,50,12,10,24,20,33,NORMAL,16028
