Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2018-08-19,Eucaliptos,-23.61,-46.6686,72,59,11,13,11,18,28,29,NORMAL
2018-08-26,Fradique Coutinho,-23.5661,-46.6841,45,34,12,21,28,43,9,32,NORMAL
2019-11-19,Fradique Coutinho,-23.5661,-46.6841,78,28,1,21,6,9,9,43,REABASTECER
2019-06-21,Luz,-23.5365,-46.6332,61,59,28,18,30,43,16,4,NORMAL
2018-04-15,Ana Rosa,-23.5813,-46.6383,30,65,11,32,23,9,8,18,NORMAL
2019-09-05,Ana Rosa,-23.5813,-46.6383,67,57,8,30,8,43,39,19,REABASTECER
2019-09-09,Ana Rosa,-23.5813,-46.6383,22,33,42,22,35,32,27,43,NORMAL
2018-10-04,São Joaquim,-23.5618,-46.6389,59,52,48,23,26,7,8,10,NORMAL
2018-03-30,São Judas,-23.6255,-46.6411,86,7,65,23,28,18,5,5,NORMAL
2018-09-01,São Judas,-23.6255,-46.6411,73,63,52,28,35,41,20,37,NORMAL
2019-07-07,São Judas,-23.6255,-46.6411,53,10,65,42,4,14,43,41,NORMAL
2018-10-01,Vila Mariana,-23.5895,-46.6346,51,48,50,27,10,43,3,28,REABASTECER
2019-01-16,Vila Mariana,-23.5895,-46.6346,68,59,49,3,24,19,13,43,NORMAL
2019-01-03,Brooklin,-23.6263,-46.6878,37,47,49,36,24,2,39,43,REABASTECER
2019-01-14,Brooklin,-23.6263,-46.6878,16,57,31,42,16,18,38,37,NORMAL
2018-03-24,Eucaliptos,-23.61,-46.6686,64,8,30,31,6,8,4,10,NORMAL
2018-02-25,Moema,-23.5489,-46.6388,77,9,65,17,41,35,35,37,NORMAL
2018-10-20,Moema,-23.5489,-46.6388,86,56,44,11,23,23,29,2,REABASTECER
2019-02-18,Paraíso,-23.57677,-46.63933,60,16,25,4,43,33,11,34,REABASTECER
2019-06-26,Brigadeiro,-23.5683,-46.6482,77,10,41,11,20,11,41,16,NORMAL
2018-09-29,Trianon-Masp,-23.5634,-46.6544,61,10,8,43,7,20,29,13,NORMAL
2019-06-12,Trianon-Masp,-23.5634,-46.6544,8,7,43,37,10,13,40,5,REABASTECER
2019-06-15,Trianon-Masp,-23.5634,-46.6544,67,56,20,24,43,43,32,38,NORMAL
2018-12-12,Tamanduateí,-23.5929,-46.5897,56,50,33,12,19,11,32,29,NORMAL
2019-03-26,Tamanduateí,-23.5929,-46.5897,54,45,14,16,16,31,43,43,NORMAL
2019-07-22,Tamanduateí,-23.5929,-46.5897,29,28,38,34,18,21,40,30,NORMAL
2019-11-09,Tamanduateí,-23.5929,-46.5897,22,65,8,16,43,19,22,15,REABASTECER
2019-01-15,Brás,-23.5451,-46.6162,46,34,29,17,32,24,22,41,NORMAL
2019-09-03,Brás,-23.5451,-46.6162,30,16,24,16,41,41,43,17,NORMAL
2019-11-14,Brás,-23.5451,-46.6162,86,19,58,10,19,39,18,33,NORMAL
2019-10-11,Barra Funda,-23.5542,-46.6707,10,19,56,27,16,9,5,19,REABASTECER
2018-05-07,República,-23.5436,-46.6434,75,48,65,31,10,6,26,11,NORMAL
2018-05-27,República,-23.5436,-46.6434,42,12,55,7,16,34,38,12,NORMAL
2018-09-10,República,-23.5436,-46.6434,55,47,8,21,36,4,15,16,REABASTECER
2018-09-17,Higienópolis-Mackenzie,-23.5488,-46.6519,31,43,12,10,43,6,40,35,REABASTECER
2018-10-15,Higienópolis-Mackenzie,-23.5488,-46.6519,4,8,65,37,19,28,13,9,NORMAL
2018-10-30,Higienópolis-Mackenzie,-23.5488,-46.6519,31,44,33,3,39,30,37,43,REABASTECER
2019-04-18,Higienópolis-Mackenzie,-23.5488,-46.6519,36,51,0,24,25,26,43,16,NORMAL
2019-08-16,Higienópolis-Mackenzie,-23.5488,-46.6519,86,34,29,7,5,2,39,19,REABASTECER
2018-03-21,Faria Lima,-23.5675,-46.6929,65,17,39,18,18,25,26,32,NORMAL
2018-04-05,Faria Lima,-23.5675,-46.6929,17,65,9,19,9,24,14,14,REABASTECER
2019-01-04,Faria Lima,-23.5675,-46.6929,45,58,21,7,15,26,32,16,NORMAL
2018-03-10,Ana Rosa,-23.5813,-46.6383,38,15,39,10,9,23,16,35,NORMAL
2019-10-02,Ana Rosa,-23.5813,-46.6383,65,16,5,33,32,36,18,29,NORMAL
2018-07-24,São Joaquim,-23.5618,-46.6389,10,15,65,34,9,10,20,10,REABASTECER
2018-07-30,São Judas,-23.6255,-46.6411,49,37,8,31,25,11,21,43,NORMAL
2019-09-13,Vila Mariana,-23.5895,-46.6346,16,50,44,30,1,30,6,29,NORMAL
2019-11-09,Vila Mariana,-23.5895,-46.6346,56,39,65,25,26,19,22,12,NORMAL
2018-09-24,Brooklin,-23.6263,-46.6878,54,65,25,43,37,38,7,30,NORMAL
2019-09-26,Campo Belo,-23.6188,-46.6823,67,3,59,33,5,31,19,37,NORMAL
2019-12-02,Campo Belo,-23.6188,-46.6823,54,10,51,28,41,29,15,22,NORMAL
2018-07-26,Eucaliptos,-23.61,-46.6686,30,12,47,38,18,10,40,43,NORMAL
2019-03-10,Eucaliptos,-23.61,-46.6686,57,23,25,13,40,35,25,10,NORMAL
2019-12-26,Hospital São Paulo,-23.5984,-46.6455,53,54,26,38,23,25,11,37,NORMAL
2018-01-02,Paraíso,-23.57677,-46.63933,73,58,58,38,37,42,41,39,NORMAL
2019-09-13,Paraíso,-23.57677,-46.63933,67,36,50,16,10,30,30,18,NORMAL
2018-03-30,Brigadeiro,-23.5683,-46.6482,86,49,21,43,26,43,23,43,NORMAL
2018-07-27,Brigadeiro,-23.5683,-46.6482,54,62,39,34,39,19,23,39,NORMAL
2019-04-27,Brigadeiro,-23.5683,-46.6482,28,42,65,34,14,36,12,43,NORMAL
2018-07-03,Trianon-Masp,-23.5634,-46.6544,34,44,40,43,4,30,21,33,NORMAL
2018-11-15,Trianon-Masp,-23.5634,-46.6544,32,12,48,11,26,3,24,30,REABASTECER
2018-11-30,Sé,-23.55,-46.6333,12,52,65,3,15,13,18,7,REABASTECER
2019-06-07,Sé,-23.55,-46.6333,20,40,45,26,13,39,8,11,NORMAL
2018-05-05,Barra Funda,-23.5542,-46.6707,55,45,61,15,17,35,11,14,NORMAL
2019-10-23,Barra Funda,-23.5542,-46.6707,49,9,39,43,17,17,38,19,REABASTECER
2018-02-04,Tatuapé,-23.5402,-46.5765,13,38,18,6,25,37,27,40,NORMAL
2019-09-01,Tatuapé,-23.5402,-46.5765,23,23,65,43,38,24,30,32,NORMAL
2018-05-10,República,-23.5436,-46.6434,47,31,45,21,38,34,18,43,NORMAL
2018-08-05,República,-23.5436,-46.6434,45,23,50,33,43,23,22,7,NORMAL
2018-10-30,República,-23.5436,-46.6434,11,12,51,32,14,11,43,43,NORMAL
2019-05-09,República,-23.5436,-46.6434,67,6,51,34,17,11,41,25,NORMAL
2019-11-08,República,-23.5436,-46.6434,30,24,7,9,22,7,12,8,REABASTECER
2018-03-22,Faria Lima,-23.5675,-46.6929,56,13,33,15,16,21,21,27,NORMAL
2019-05-27,Pinheiros,-23.5664,-46.703,32,30,65,31,2,35,43,38,REABASTECER
2018-06-10,Butantã,-23.5844,-46.7252,8,65,44,40,11,39,6,43,REABASTECER
2018-11-08,Butantã,-23.5844,-46.7252,62,46,38,24,32,6,22,37,REABASTECER
2019-02-26,Butantã,-23.5844,-46.7252,56,58,19,9,8,25,43,18,NORMAL
2018-01-01,Fradique Coutinho,-23.5661,-46.6841,86,65,65,43,43,43,43,43,NORMAL
2019-01-09,Fradique Coutinho,-23.5661,-46.6841,25,27,65,16,22,43,35,25,NORMAL
2019-10-03,Fradique Coutinho,-23.5661,-46.6841,15,36,65,43,5,26,11,8,NORMAL
2018-04-09,Luz,-23.5365,-46.6332,46,45,48,6,12,26,31,36,NORMAL
2019-02-05,Luz,-23.5365,-46.6332,78,16,26,29,11,10,43,3,NORMAL
2018-12-11,Ana Rosa,-23.5813,-46.6383,9,65,65,18,32,43,20,28,REABASTECER
2019-01-18,Campo Belo,-23.6188,-46.6823,51,46,49,14,36,43,13,12,NORMAL
2019-01-22,Campo Belo,-23.6188,-46.6823,8,29,21,2,20,27,43,41,NORMAL
2018-04-01,Eucaliptos,-23.61,-46.6686,73,41,49,11,24,33,20,21,NORMAL
2018-10-19,Moema,-23.5489,-46.6388,9,65,48,14,28,25,34,7,NORMAL
2019-08-29,Hospital São Paulo,-23.5984,-46.6455,16,10,19,35,35,33,3,43,NORMAL
2018-04-09,Paraíso,-23.57677,-46.63933,77,62,37,43,16,22,32,41,NORMAL
2018-05-22,Paraíso,-23.57677,-46.63933,86,55,57,43,20,20,37,24,NORMAL
2019-08-09,Paraíso,-23.57677,-46.63933,38,44,15,37,14,39,39,20,NORMAL
2019-01-18,Brigadeiro,-23.5683,-46.6482,57,25,43,19,29,43,16,7,NORMAL
2019-11-11,Brigadeiro,-23.5683,-46.6482,49,7,11,19,12,33,26,30,NORMAL
2019-02-19,Trianon-Masp,-23.5634,-46.6544,56,50,51,28,41,17,8,8,NORMAL
2019-07-19,Trianon-Masp,-23.5634,-46.6544,86,29,59,7,26,9,24,28,NORMAL
2019-09-26,Trianon-Masp,-23.5634,-46.6544,28,34,42,16,4,31,39,6,REABASTECER
2019-01-14,Consolação,-23.5581,-46.6606,59,60,65,38,16,19,2,43,REABASTECER
2019-12-30,Consolação,-23.5581,-46.6606,20,42,14,7,4,43,21,9,NORMAL
2018-12-06,Tamanduateí,-23.5929,-46.5897,29,10,13,24,6,32,16,12,REABASTECER
2018-01-29,Sé,-23.55,-46.6333,58,43,59,37,9,43,26,14,NORMAL
2018-02-17,Sé,-23.55,-46.6333,62,50,65,20,10,39,43,31,NORMAL
2018-04-11,Sé,-23.55,-46.6333,50,54,40,31,41,43,37,25,NORMAL
2019-02-26,Sé,-23.55,-46.6333,76,60,55,42,17,37,39,7,NORMAL
2019-03-13,Sé,-23.55,-46.6333,86,27,65,24,25,21,13,21,NORMAL
2018-12-29,Brás,-23.5451,-46.6162,36,6,16,22,16,31,5,9,REABASTECER
2019-01-16,Brás,-23.5451,-46.6162,33,32,24,17,30,18,16,35,NORMAL
2019-12-03,Brás,-23.5451,-46.6162,73,30,10,32,35,34,28,31,NORMAL
2018-08-03,Tatuapé,-23.5402,-46.5765,3,57,65,38,27,4,43,43,REABASTECER
2018-11-16,Tatuapé,-23.5402,-46.5765,58,52,65,16,39,25,5,35,NORMAL
2019-01-23,Tatuapé,-23.5402,-46.5765,11,14,57,16,21,15,43,36,REABASTECER
2018-03-15,República,-23.5436,-46.6434,53,41,36,22,38,28,5,43,REABASTECER
2018-09-22,República,-23.5436,-46.6434,31,51,65,22,40,10,14,17,NORMAL
2018-12-14,República,-23.5436,-46.6434,8,11,53,26,37,37,26,37,REABASTECER
2019-08-02,República,-23.5436,-46.6434,9,21,65,15,15,28,39,27,NORMAL
2018-01-22,Higienópolis-Mackenzie,-23.5488,-46.6519,43,65,44,18,43,17,8,37,NORMAL
2018-01-30,Higienópolis-Mackenzie,-23.5488,-46.6519,55,21,60,33,16,23,14,43,NORMAL
2019-11-09,Higienópolis-Mackenzie,-23.5488,-46.6519,63,44,16,21,23,25,9,34,NORMAL
2018-01-28,Faria Lima,-23.5675,-46.6929,4,44,7,16,3,7,23,28,REABASTECER
2019-01-13,Tatuapé,-23.5402,-46.5765,26,19,57,40,21,10,30,29,NORMAL
2018-05-28,República,-23.5436,-46.6434,35,10,47,1,13,33,34,9,NORMAL
2018-02-25,Faria Lima,-23.5675,-46.6929,86,18,17,6,26,10,32,11,NORMAL
2018-06-15,Faria Lima,-23.5675,-46.6929,55,36,23,42,7,12,28,31,NORMAL
2018-07-27,Butantã,-23.5844,-46.7252,77,37,7,10,38,26,37,27,NORMAL
2018-08-13,Butantã,-23.5844,-46.7252,21,28,12,39,21,10,27,1,REABASTECER
2018-08-21,Butantã,-23.5844,-46.7252,39,50,40,17,31,26,39,18,NORMAL
2018-12-21,Butantã,-23.5844,-46.7252,86,42,59,39,22,40,15,28,NORMAL
2019-04-09,Butantã,-23.5844,-46.7252,86,65,41,13,4,31,43,16,NORMAL
2018-11-16,Fradique Coutinho,-23.5661,-46.6841,55,36,45,35,5,15,36,29,REABASTECER
2019-01-05,Fradique Coutinho,-23.5661,-46.6841,74,42,27,26,38,18,9,38,NORMAL
2019-12-01,Fradique Coutinho,-23.5661,-46.6841,40,31,53,32,6,12,1,36,REABASTECER
2018-01-21,Luz,-23.5365,-46.6332,57,57,55,22,37,29,4,43,REABASTECER
2019-07-07,Luz,-23.5365,-46.6332,73,19,59,18,9,39,33,17,NORMAL
2018-01-25,Ana Rosa,-23.5813,-46.6383,26,56,26,14,34,13,22,36,NORMAL
2018-04-16,Ana Rosa,-23.5813,-46.6383,17,57,3,32,18,9,6,12,REABASTECER
2018-11-23,Ana Rosa,-23.5813,-46.6383,10,26,58,21,28,10,6,11,REABASTECER
2018-08-27,São Joaquim,-23.5618,-46.6389,10,20,25,13,15,22,30,27,REABASTECER
2018-11-15,São Judas,-23.6255,-46.6411,66,51,65,43,43,24,38,40,NORMAL
2018-10-03,Vila Mariana,-23.5895,-46.6346,33,36,41,20,43,41,41,21,NORMAL
2018-04-07,Brooklin,-23.6263,-46.6878,30,49,29,29,19,8,22,10,NORMAL
2019-06-20,Brooklin,-23.6263,-46.6878,32,34,37,14,14,27,4,43,REABASTECER
2018-01-25,Campo Belo,-23.6188,-46.6823,14,47,44,12,35,29,32,36,NORMAL
2018-07-14,Campo Belo,-23.6188,-46.6823,4,56,50,28,20,35,7,15,REABASTECER
2018-08-05,Campo Belo,-23.6188,-46.6823,52,65,21,3,19,11,17,17,NORMAL
2018-08-15,Campo Belo,-23.6188,-46.6823,39,65,24,26,22,11,26,17,NORMAL
2018-11-25,Campo Belo,-23.6188,-46.6823,22,52,45,3,43,33,10,4,NORMAL
2019-01-27,Campo Belo,-23.6188,-46.6823,47,65,55,28,2,6,23,20,NORMAL
2019-11-14,Campo Belo,-23.6188,-46.6823,47,58,49,43,25,29,39,12,NORMAL
2019-09-26,Hospital São Paulo,-23.5984,-46.6455,13,23,28,14,6,23,21,21,NORMAL
2019-10-14,Hospital São Paulo,-23.5984,-46.6455,86,22,39,43,28,10,33,33,NORMAL
2019-11-03,Hospital São Paulo,-23.5984,-46.6455,55,33,43,31,43,39,7,38,NORMAL
2019-11-05,Brigadeiro,-23.5683,-46.6482,15,42,65,37,31,13,3,17,NORMAL
2018-07-09,Trianon-Masp,-23.5634,-46.6544,66,4,65,17,20,7,39,5,NORMAL
2018-10-23,Trianon-Masp,-23.5634,-46.6544,74,65,65,31,33,26,12,43,NORMAL
2018-10-15,Consolação,-23.5581,-46.6606,56,65,49,18,41,43,18,5,REABASTECER
2018-10-19,Consolação,-23.5581,-46.6606,12,44,23,5,29,37,43,32,NORMAL
2019-05-19,Consolação,-23.5581,-46.6606,60,65,9,38,6,43,35,15,REABASTECER
2018-02-10,Tamanduateí,-23.5929,-46.5897,70,30,8,22,17,35,41,16,REABASTECER
2019-07-14,Tamanduateí,-23.5929,-46.5897,23,19,32,12,5,6,33,22,NORMAL
2018-12-15,Sé,-23.55,-46.6333,46,27,7,10,3,15,7,43,REABASTECER
2018-07-05,Brás,-23.5451,-46.6162,24,8,52,22,15,42,18,20,NORMAL
2019-02-14,Brás,-23.5451,-46.6162,86,48,41,17,5,22,25,6,REABASTECER
2019-03-09,Brás,-23.5451,-46.6162,18,28,58,24,38,27,13,38,NORMAL
2019-09-09,Brás,-23.5451,-46.6162,51,39,43,27,15,23,19,34,NORMAL
2019-10-03,Brooklin,-23.6263,-46.6878,50,30,27,19,30,27,15,6,REABASTECER
2019-01-29,Campo Belo,-23.6188,-46.6823,29,57,38,22,38,41,15,9,NORMAL
2019-04-08,Campo Belo,-23.6188,-46.6823,42,44,19,29,13,18,40,41,NORMAL
2019-12-09,Campo Belo,-23.6188,-46.6823,69,30,55,4,9,9,29,43,NORMAL
2018-11-03,Eucaliptos,-23.61,-46.6686,26,46,19,43,6,40,7,16,NORMAL
2018-12-22,Eucaliptos,-23.61,-46.6686,53,51,22,36,11,28,23,34,NORMAL
2019-03-18,Eucaliptos,-23.61,-46.6686,70,36,33,24,9,1,34,18,NORMAL
2019-04-14,Eucaliptos,-23.61,-46.6686,68,57,44,23,30,14,13,43,NORMAL
2019-06-14,Eucaliptos,-23.61,-46.6686,86,57,6,33,43,18,25,19,REABASTECER
2018-01-27,Moema,-23.5489,-46.6388,12,41,14,2,18,37,22,33,REABASTECER
2018-08-07,Tatuapé,-23.5402,-46.5765,53,30,33,28,13,34,26,25,NORMAL
2018-10-15,Tatuapé,-23.5402,-46.5765,18,18,8,30,33,23,39,17,NORMAL
2018-11-23,Tatuapé,-23.5402,-46.5765,64,11,14,29,7,36,15,43,NORMAL
2018-03-10,República,-23.5436,-46.6434,16,8,2,37,19,43,26,21,NORMAL
2019-03-25,República,-23.5436,-46.6434,70,51,30,9,17,7,16,22,NORMAL
2018-03-15,Higienópolis-Mackenzie,-23.5488,-46.6519,40,65,10,37,13,10,43,37,NORMAL
2018-04-26,Higienópolis-Mackenzie,-23.5488,-46.6519,48,65,10,14,9,43,31,39,NORMAL
2018-08-11,Higienópolis-Mackenzie,-23.5488,-46.6519,40,62,65,21,17,39,12,4,REABASTECER
2018-09-26,Higienópolis-Mackenzie,-23.5488,-46.6519,28,54,6,14,6,16,7,39,REABASTECER
2018-11-21,Higienópolis-Mackenzie,-23.5488,-46.6519,5,29,15,21,35,23,40,4,REABASTECER
2019-01-08,Higienópolis-Mackenzie,-23.5488,-46.6519,86,47,19,38,10,30,20,33,NORMAL
2019-07-26,Higienópolis-Mackenzie,-23.5488,-46.6519,31,52,24,14,7,17,40,12,NORMAL
2018-03-17,Faria Lima,-23.5675,-46.6929,20,34,65,23,36,36,37,10,NORMAL
2018-11-08,Faria Lima,-23.5675,-46.6929,67,65,6,11,25,18,43,21,REABASTECER
2019-04-04,Faria Lima,-23.5675,-46.6929,40,42,29,27,35,28,22,9,NORMAL
2019-04-27,Faria Lima,-23.5675,-46.6929,6,42,65,42,38,30,22,1,REABASTECER
2019-05-25,Faria Lima,-23.5675,-46.6929,11,51,60,43,43,27,1,14,REABASTECER
2019-06-06,Faria Lima,-23.5675,-46.6929,66,62,51,6,11,37,7,17,NORMAL
2018-01-09,Pinheiros,-23.5664,-46.703,8,28,65,23,13,18,6,18,REABASTECER
2018-04-26,Pinheiros,-23.5664,-46.703,76,28,53,43,9,16,38,31,NORMAL
2018-08-09,Pinheiros,-23.5664,-46.703,9,54,37,16,29,6,29,5,REABASTECER
2018-09-19,Pinheiros,-23.5664,-46.703,54,59,37,12,43,6,5,9,NORMAL
2018-12-30,Pinheiros,-23.5664,-46.703,10,21,48,36,37,19,17,27,NORMAL
2019-05-05,Pinheiros,-23.5664,-46.703,79,18,21,13,43,9,9,43,NORMAL
2018-05-29,Butantã,-23.5844,-46.7252,25,65,56,29,11,37,14,1,REABASTECER
2018-06-25,Butantã,-23.5844,-46.7252,36,40,4,26,43,32,23,23,REABASTECER
2019-01-19,Butantã,-23.5844,-46.7252,65,29,58,29,39,43,40,38,NORMAL
2019-01-25,Butantã,-23.5844,-46.7252,86,58,13,13,12,27,17,16,NORMAL
2019-04-15,Butantã,-23.5844,-46.7252,21,42,6,40,21,14,18,36,NORMAL
2019-11-22,Butantã,-23.5844,-46.7252,86,46,52,26,33,12,36,8,NORMAL
2019-12-30,Butantã,-23.5844,-46.7252,77,7,5,22,10,41,4,22,REABASTECER
2018-04-02,Fradique Coutinho,-23.5661,-46.6841,52,16,25,40,13,29,19,23,NORMAL
2019-04-24,Fradique Coutinho,-23.5661,-46.6841,8,4,10,38,40,8,35,38,NORMAL
2019-09-15,Fradique Coutinho,-23.5661,-46.6841,16,2,61,13,38,39,37,32,NORMAL
2019-10-20,Fradique Coutinho,-23.5661,-46.6841,23,65,18,37,30,20,36,28,NORMAL
2019-11-24,Fradique Coutinho,-23.5661,-46.6841,24,4,38,43,29,34,30,19,REABASTECER
2018-11-23,Luz,-23.5365,-46.6332,86,18,12,29,29,39,12,11,NORMAL
2019-02-23,Luz,-23.5365,-46.6332,73,26,33,17,29,6,21,20,REABASTECER
2019-06-05,Luz,-23.5365,-46.6332,35,21,10,22,16,23,43,22,NORMAL
2018-05-13,Ana Rosa,-23.5813,-46.6383,12,21,14,34,32,7,31,43,NORMAL
2018-11-02,Ana Rosa,-23.5813,-46.6383,35,18,8,37,27,23,36,7,REABASTECER
2019-02-13,Ana Rosa,-23.5813,-46.6383,1,16,34,2,35,1,35,33,NORMAL
2019-02-18,Ana Rosa,-23.5813,-46.6383,45,57,8,31,19,38,21,10,NORMAL
2019-08-15,Ana Rosa,-23.5813,-46.6383,76,36,27,40,5,10,33,17,REABASTECER
2019-08-30,Ana Rosa,-23.5813,-46.6383,23,21,47,37,34,15,17,43,NORMAL
2019-09-28,Ana Rosa,-23.5813,-46.6383,21,46,36,5,43,7,32,6,REABASTECER
2018-01-12,São Joaquim,-23.5618,-46.6389,60,65,48,14,32,8,37,43,NORMAL
2018-11-09,São Joaquim,-23.5618,-46.6389,53,51,60,7,5,15,38,41,NORMAL
2019-01-06,São Joaquim,-23.5618,-46.6389,86,65,11,14,24,9,14,24,NORMAL
2019-05-23,São Joaquim,-23.5618,-46.6389,53,13,31,32,32,35,21,17,NORMAL
2019-05-27,São Joaquim,-23.5618,-46.6389,14,60,65,17,19,30,3,43,REABASTECER
2019-08-11,São Joaquim,-23.5618,-46.6389,66,6,43,7,16,8,4,20,NORMAL
2018-06-28,São Judas,-23.6255,-46.6411,31,45,34,33,16,27,18,38,NORMAL
2018-09-06,São Judas,-23.6255,-46.6411,28,29,18,10,15,20,5,17,NORMAL
2019-04-01,São Judas,-23.6255,-46.6411,51,56,38,7,34,3,27,13,NORMAL
2019-07-29,São Judas,-23.6255,-46.6411,10,13,65,21,7,40,41,41,NORMAL
2018-04-19,Vila Mariana,-23.5895,-46.6346,86,49,34,14,17,43,22,35,NORMAL
2018-09-28,Vila Mariana,-23.5895,-46.6346,86,65,4,38,22,14,16,41,REABASTECER
2018-10-09,Vila Mariana,-23.5895,-46.6346,57,65,65,40,20,19,23,37,NORMAL
2018-10-26,Vila Mariana,-23.5895,-46.6346,57,29,25,2,34,16,37,5,REABASTECER
2018-11-06,Vila Mariana,-23.5895,-46.6346,47,41,15,22,39,26,39,5,NORMAL
2019-06-18,Vila Mariana,-23.5895,-46.6346,66,56,36,39,7,21,4,9,NORMAL
2018-12-29,Brooklin,-23.6263,-46.6878,86,7,4,6,38,19,13,17,NORMAL
2019-03-22,Brooklin,-23.6263,-46.6878,21,45,30,41,43,33,13,27,NORMAL
2018-01-09,Campo Belo,-23.6188,-46.6823,86,8,10,13,9,22,18,16,REABASTECER
2019-01-03,Eucaliptos,-23.61,-46.6686,26,56,10,41,7,25,28,32,NORMAL
2019-02-25,Eucaliptos,-23.61,-46.6686,28,55,55,7,11,6,41,18,NORMAL
2019-06-17,Eucaliptos,-23.61,-46.6686,57,38,47,22,34,8,13,7,NORMAL
2018-03-28,Moema,-23.5489,-46.6388,7,12,14,43,35,18,18,35,REABASTECER
2018-06-06,Moema,-23.5489,-46.6388,32,58,65,35,17,43,43,24,NORMAL
2019-06-02,Paraíso,-23.57677,-46.63933,20,39,26,26,15,24,15,37,NORMAL
2018-04-05,Brigadeiro,-23.5683,-46.6482,37,17,48,24,6,27,8,16,REABASTECER
2018-11-28,Brigadeiro,-23.5683,-46.6482,19,15,55,22,10,17,43,29,NORMAL
2018-12-27,Brigadeiro,-23.5683,-46.6482,86,21,51,31,21,6,12,2,REABASTECER
2019-06-24,Brigadeiro,-23.5683,-46.6482,5,16,55,14,25,14,4,24,REABASTECER
2018-04-03,Trianon-Masp,-23.5634,-46.6544,59,65,15,30,37,30,13,4,REABASTECER
2018-11-12,Trianon-Masp,-23.5634,-46.6544,56,30,7,17,39,12,34,43,REABASTECER
2018-12-23,Trianon-Masp,-23.5634,-46.6544,8,49,40,25,40,23,14,43,REABASTECER
2019-07-03,Trianon-Masp,-23.5634,-46.6544,67,65,29,13,43,10,39,10,NORMAL
2019-09-11,Trianon-Masp,-23.5634,-46.6544,86,61,20,17,27,22,17,27,NORMAL
2018-04-01,Consolação,-23.5581,-46.6606,50,28,40,26,29,30,6,43,NORMAL
2018-05-05,Consolação,-23.5581,-46.6606,70,57,65,11,8,6,3,40,REABASTECER
2018-08-21,Consolação,-23.5581,-46.6606,67,39,36,18,43,26,13,9,NORMAL
2018-09-14,Consolação,-23.5581,-46.6606,12,42,65,36,33,43,16,43,NORMAL
2018-11-12,Consolação,-23.5581,-46.6606,37,50,4,31,21,13,36,32,REABASTECER
2019-07-11,Consolação,-23.5581,-46.6606,43,31,52,10,6,34,22,23,REABASTECER
2019-08-11,Consolação,-23.5581,-46.6606,86,47,51,38,43,43,24,26,NORMAL
2019-06-28,Tamanduateí,-23.5929,-46.5897,4,42,22,22,17,7,20,43,REABASTECER
2019-07-15,Tamanduateí,-23.5929,-46.5897,16,9,23,9,43,43,28,16,REABASTECER
2019-11-10,Tamanduateí,-23.5929,-46.5897,9,58,65,15,38,13,17,11,REABASTECER
2019-04-23,Campo Belo,-23.6188,-46.6823,66,8,60,29,43,21,25,27,REABASTECER
2018-02-10,Eucaliptos,-23.61,-46.6686,56,23,6,22,16,10,43,13,NORMAL
2018-12-11,Eucaliptos,-23.61,-46.6686,86,63,33,22,12,22,23,36,NORMAL
2019-01-30,Eucaliptos,-23.61,-46.6686,25,9,24,39,27,24,12,13,REABASTECER
2019-05-23,Eucaliptos,-23.61,-46.6686,41,10,24,29,43,27,24,20,NORMAL
2019-10-28,Eucaliptos,-23.61,-46.6686,16,9,21,27,13,36,18,26,NORMAL
2018-03-27,Moema,-23.5489,-46.6388,20,14,22,5,39,18,21,40,NORMAL
2018-04-06,Moema,-23.5489,-46.6388,17,31,31,20,5,36,30,43,REABASTECER
2018-09-14,Moema,-23.5489,-46.6388,5,23,17,6,43,12,38,6,NORMAL
2018-03-17,Paraíso,-23.57677,-46.63933,25,9,45,20,26,9,33,43,NORMAL
2019-02-12,Paraíso,-23.57677,-46.63933,21,48,65,27,24,12,33,17,NORMAL
2019-07-02,Paraíso,-23.57677,-46.63933,54,53,65,20,31,13,13,43,NORMAL
2019-11-13,Paraíso,-23.57677,-46.63933,64,65,5,43,3,41,43,12,REABASTECER
2019-11-29,Paraíso,-23.57677,-46.63933,77,42,24,38,19,42,25,41,NORMAL
2018-08-17,Brigadeiro,-23.5683,-46.6482,38,4,30,14,37,10,26,28,NORMAL
2018-11-06,Brigadeiro,-23.5683,-46.6482,59,17,11,27,6,4,43,31,NORMAL
2019-05-09,Brigadeiro,-23.5683,-46.6482,86,36,48,33,3,33,43,43,REABASTECER
2019-12-29,Brigadeiro,-23.5683,-46.6482,6,62,10,18,43,27,40,2,NORMAL
2018-09-17,Trianon-Masp,-23.5634,-46.6544,6,18,37,10,19,11,29,23,NORMAL
2018-09-18,Trianon-Masp,-23.5634,-46.6544,86,14,28,6,14,6,26,19,REABASTECER
2019-06-24,Trianon-Masp,-23.5634,-46.6544,64,57,29,34,41,6,35,2,REABASTECER
2019-02-14,Consolação,-23.5581,-46.6606,36,57,40,30,26,39,43,43,NORMAL
2019-03-02,Consolação,-23.5581,-46.6606,27,8,36,15,1,24,10,26,REABASTECER
2019-04-26,Consolação,-23.5581,-46.6606,30,65,65,19,14,28,43,21,NORMAL
2019-08-18,Consolação,-23.5581,-46.6606,22,5,1,7,15,31,37,40,REABASTECER
2019-08-22,Consolação,-23.5581,-46.6606,79,44,41,41,43,21,19,24,NORMAL
